      #Energy        TDOS
      -0.91454       0.00000
      -0.90954       0.00000
      -0.90454       0.00000
      -0.89954       0.00000
      -0.89454       0.00000
      -0.88954       0.00000
      -0.88454       0.00000
      -0.87954       0.00000
      -0.87454       0.00000
      -0.86954       0.00000
      -0.86454       0.00000
      -0.85954       0.00000
      -0.85454       0.00000
      -0.84954       0.00000
      -0.84454       0.00000
      -0.83954       0.00000
      -0.83454       0.00000
      -0.82954       0.00000
      -0.82454       0.00000
      -0.81954       0.00000
      -0.81454       0.00000
      -0.80954       0.00000
      -0.80454       0.00000
      -0.79954       0.00000
      -0.79454       0.00000
      -0.78954       0.00000
      -0.78454       0.00000
      -0.77954       0.00000
      -0.77454       0.00000
      -0.76954       0.00000
      -0.76454       0.00000
      -0.75954       0.00000
      -0.75454       0.00000
      -0.74954       0.00000
      -0.74454       0.00000
      -0.73954       0.00000
      -0.73454       0.00000
      -0.72954       0.00000
      -0.72454       0.00000
      -0.71954       0.00000
      -0.71454       0.00000
      -0.70954       0.00000
      -0.70454       0.00000
      -0.69954       0.00000
      -0.69454       0.00000
      -0.68954       0.00000
      -0.68454       0.00000
      -0.67954       0.00000
      -0.67454       0.00000
      -0.66954       0.00000
      -0.66454       0.00000
      -0.65954       0.00000
      -0.65454       0.00000
      -0.64954       0.00000
      -0.64454       0.00000
      -0.63954       0.00000
      -0.63454       0.00000
      -0.62954       0.00000
      -0.62454       0.00000
      -0.61954       0.00000
      -0.61454       0.00000
      -0.60954       0.00000
      -0.60454       0.00000
      -0.59954       0.00000
      -0.59454       0.00000
      -0.58954       0.00000
      -0.58454       0.00000
      -0.57954       0.00000
      -0.57454       0.00000
      -0.56954       0.00000
      -0.56454       0.00000
      -0.55954       0.00000
      -0.55454       0.00000
      -0.54954       0.00000
      -0.54454       0.00000
      -0.53954       0.00000
      -0.53454       0.00000
      -0.52954       0.00000
      -0.52454       0.00000
      -0.51954       0.00000
      -0.51454       0.00000
      -0.50954       0.00000
      -0.50454       0.00000
      -0.49954       0.00000
      -0.49454       0.00000
      -0.48954       0.00000
      -0.48454       0.00000
      -0.47954       0.00000
      -0.47454       0.00000
      -0.46954       0.00000
      -0.46454       0.00000
      -0.45954       0.00000
      -0.45454       0.00000
      -0.44954       0.00000
      -0.44454       0.00000
      -0.43954       0.00000
      -0.43454       0.00000
      -0.42954       0.00000
      -0.42454       0.00000
      -0.41954       0.00000
      -0.41454       0.00000
      -0.40954       0.00000
      -0.40454       0.00000
      -0.39954       0.00000
      -0.39454       0.00000
      -0.38954       0.00000
      -0.38454       0.00000
      -0.37954       0.00000
      -0.37454       0.00000
      -0.36954       0.00000
      -0.36454       0.00000
      -0.35954       0.00000
      -0.35454       0.00000
      -0.34954       0.00000
      -0.34454       0.00000
      -0.33954       0.00000
      -0.33454       0.00000
      -0.32954       0.00000
      -0.32454       0.00000
      -0.31954       0.00000
      -0.31454       0.00000
      -0.30954       0.00000
      -0.30454       0.00000
      -0.29954       0.00000
      -0.29454       0.00000
      -0.28954       0.00000
      -0.28454       0.00000
      -0.27954       0.00000
      -0.27454       0.00000
      -0.26954       0.00000
      -0.26454       0.00000
      -0.25954       0.00000
      -0.25454       0.00000
      -0.24954       0.00000
      -0.24454       0.00000
      -0.23954       0.00000
      -0.23454       0.00000
      -0.22954       0.00000
      -0.22454       0.00000
      -0.21954       0.00000
      -0.21454       0.00000
      -0.20954       0.00000
      -0.20454       0.00000
      -0.19954       0.00000
      -0.19454       0.00000
      -0.18954       0.00000
      -0.18454       0.00000
